Date,Open,High,Low,Close,Volume,Adj Close
2016-04-22,63.700001,64.43,63.549999,63.990002,674600,63.990002
2016-04-21,63.98,64.339996,63.540001,63.810001,625200,63.810001
2016-04-20,64.129997,64.349998,63.759998,64.129997,735500,64.129997
2016-04-19,64.300003,64.529999,63.599998,64.169998,856600,64.169998
2016-04-18,64.029999,64.550003,63.900002,64.139999,723500,64.139999
2016-04-15,63.82,64.519997,63.50,64.440002,1269900,64.440002
2016-04-14,63.369999,64.330002,63.369999,63.669998,677600,63.669998
2016-04-13,63.439999,64.169998,63.209999,63.950001,1263300,63.950001
2016-04-12,63.650002,64.050003,61.759998,63.150002,1978400,63.150002
2016-04-11,64.169998,64.699997,63.73,64.279999,1027500,64.279999
2016-04-08,64.400002,64.400002,63.48,63.650002,722000,63.650002
2016-04-07,64.68,65.629997,63.779999,64.260002,936400,64.260002
2016-04-06,64.809998,65.029999,63.93,64.949997,1245200,64.949997
2016-04-05,65.150002,65.620003,64.900002,64.980003,1091700,64.980003
2016-04-04,66.389999,66.389999,64.870003,65.550003,1314400,65.550003
2016-04-01,66.120003,66.660004,65.599998,66.089996,1447500,66.089996
2016-03-31,65.389999,66.550003,65.169998,66.379997,1775500,66.379997
2016-03-30,66.029999,66.690002,64.839996,65.169998,1349100,65.169998
2016-03-29,64.669998,65.580002,64.669998,65.57,1155800,65.57
2016-03-28,64.339996,65.00,64.07,64.68,786100,64.68
2016-03-24,65.349998,65.650002,63.799999,64.019997,1560600,64.019997
2016-03-23,64.610001,66.360001,64.519997,65.639999,1584000,65.639999
2016-03-22,64.099998,65.459999,63.75,65.419998,1504000,65.419998
2016-03-21,64.25,64.50,63.68,64.269997,3101300,64.269997
2016-03-18,65.870003,66.589996,63.889999,64.510002,4397200,64.510002
2016-03-17,66.639999,67.010002,65.769997,65.849998,1891800,65.849998
2016-03-16,66.50,66.949997,66.169998,66.610001,1207100,66.610001
2016-03-15,66.57,67.610001,66.50,67.040001,1236100,67.040001
2016-03-14,65.709999,67.279999,65.57,66.830002,850100,66.830002
2016-03-11,65.480003,66.400002,64.540001,65.980003,1109400,65.980003
2016-03-10,64.800003,65.080002,63.110001,64.970001,2353500,64.970001
2016-03-09,65.410004,65.949997,64.870003,65.370003,749200,65.120001
2016-03-08,63.860001,65.239998,63.799999,64.870003,953800,64.621913
2016-03-07,64.769997,64.900002,63.959999,64.239998,760800,63.994318
2016-03-04,65.25,65.489998,64.080002,64.940002,1176900,64.691645
2016-03-03,64.559998,65.239998,63.860001,65.199997,880700,64.950645
2016-03-02,64.989998,64.989998,63.580002,64.489998,1778800,64.243361
2016-03-01,63.82,64.419998,63.169998,64.269997,1157300,64.024202
2016-02-29,63.959999,64.389999,62.790001,63.290001,1373700,63.047954
2016-02-26,64.730003,65.099998,63.810001,63.849998,790800,63.60581
2016-02-25,63.880001,64.529999,63.360001,64.510002,1194200,64.263289
2016-02-24,62.25,63.82,62.25,63.66,1011300,63.416538
2016-02-23,64.470001,64.949997,63.080002,63.139999,1343800,62.898526
2016-02-22,64.169998,64.339996,63.240002,63.549999,1145700,63.306958
2016-02-19,62.529999,63.16,62.23,62.93,899600,62.68933
2016-02-18,63.189999,63.529999,62.689999,62.880001,1001700,62.639522
2016-02-17,61.889999,63.209999,61.830002,62.959999,986000,62.719214
2016-02-16,62.549999,62.610001,60.939999,61.66,883400,61.424187
2016-02-12,61.459999,61.540001,60.080002,61.310001,783000,61.075527
2016-02-11,59.330002,60.470001,58.93,59.970001,1044800,59.740651
2016-02-10,61.93,62.580002,60.580002,60.880001,993500,60.647171
2016-02-09,59.970001,62.209999,59.950001,61.490002,1425900,61.254839
2016-02-08,58.650002,60.580002,57.849998,60.209999,2041000,59.979731
2016-02-05,60.279999,60.650002,58.529999,59.400002,1970600,59.172831
2016-02-04,61.73,62.209999,58.689999,59.849998,2508700,59.621107
2016-02-03,62.540001,62.77,60.400002,61.599998,2097400,61.364415
2016-02-02,61.00,62.529999,60.75,62.32,2176300,62.081662
2016-02-01,61.959999,62.110001,60.389999,61.740002,2113800,61.503882
2016-01-29,59.450001,62.360001,58.709999,62.00,2291800,61.762886
2016-01-28,57.98,59.849998,56.25,58.889999,1903700,58.66478
2016-01-27,58.740002,59.959999,57.970001,58.299999,1714800,58.077036
2016-01-26,57.09,58.619999,56.759998,58.529999,1382100,58.306156
2016-01-25,57.540001,57.990002,56.560001,56.599998,1075400,56.383537
2016-01-22,56.66,57.93,55.459999,57.73,999400,57.509216
2016-01-21,56.349998,57.290001,55.740002,55.779999,1150100,55.566673
2016-01-20,56.490002,56.970001,55.27,56.299999,1245800,56.084685
2016-01-19,57.209999,58.139999,57.080002,57.470001,1287400,57.250212
2016-01-15,55.830002,57.50,55.830002,56.490002,1438900,56.273961
2016-01-14,56.09,57.990002,55.790001,57.490002,1546300,57.270136
2016-01-13,57.77,57.91,55.459999,55.73,1448900,55.516865
2016-01-12,57.889999,57.959999,57.279999,57.580002,1278600,57.359792
2016-01-11,56.529999,57.59,56.119999,57.279999,1509200,57.060936
2016-01-08,57.470001,57.509998,55.720001,55.810001,1372900,55.596561
2016-01-07,56.369999,57.880001,56.32,57.099998,2842200,56.881625
2016-01-06,56.689999,57.740002,56.419998,57.23,747900,57.011128
2016-01-05,56.59,57.529999,56.52,57.400002,1257400,57.18048
2016-01-04,56.900002,57.150002,56.009998,56.540001,1299400,56.323769
2015-12-31,58.77,59.060001,58.169998,58.169998,807900,57.947532
2015-12-30,59.290001,59.950001,58.759998,59.02,743300,58.794284
2015-12-29,59.540001,60.110001,59.18,59.380001,1009400,59.152907
2015-12-28,58.029999,59.200001,57.799999,59.110001,1279700,58.88394
2015-12-24,58.049999,58.169998,57.740002,57.990002,368000,57.768224
2015-12-23,58.34,58.459999,57.830002,57.98,934600,57.75826
2015-12-22,56.849998,58.130001,56.259998,58.009998,1451000,57.788144
2015-12-21,56.490002,57.27,55.990002,56.470001,909700,56.254037
2015-12-18,56.049999,56.16,55.610001,55.93,2284000,55.716101
2015-12-17,56.810001,57.389999,55.84,56.080002,866300,55.865529
2015-12-16,57.099998,57.290001,56.189999,56.889999,1254500,56.672429
2015-12-15,56.560001,57.209999,56.540001,56.77,1179200,56.552889
2015-12-14,54.810001,56.119999,54.799999,56.080002,1631600,55.865529
2015-12-11,55.110001,55.669998,54.619999,54.860001,1618300,54.650193
2015-12-10,56.259998,56.560001,55.740002,55.959999,1140400,55.745985
2015-12-09,58.07,58.130001,56.23,56.459999,1068400,55.995032
2015-12-08,57.040001,58.099998,56.759998,57.919998,1453800,57.443008
2015-12-07,58.700001,58.939999,57.310001,58.279999,865400,57.800043
2015-12-04,56.98,59.09,56.959999,58.939999,948400,58.454608
2015-12-03,58.709999,58.709999,56.290001,56.98,1367200,56.51075
2015-12-02,58.93,59.029999,58.34,58.509998,846300,58.028149
2015-12-01,58.889999,59.189999,58.299999,58.720001,891800,58.236422
2015-11-30,58.939999,58.990002,58.220001,58.619999,986800,58.137244
2015-11-27,58.619999,58.91,58.209999,58.869999,239000,58.385185
2015-11-25,58.490002,58.779999,58.330002,58.450001,505500,57.968645
2015-11-24,58.619999,58.810001,58.02,58.490002,1233100,58.008317
2015-11-23,59.790001,60.00,59.139999,59.23,1186700,58.742221
2015-11-20,59.360001,60.049999,59.299999,59.970001,2787800,59.476128
2015-11-19,58.279999,59.48,58.279999,59.360001,1225700,58.871151
2015-11-18,57.59,58.73,57.459999,58.689999,1402200,58.206667
2015-11-17,57.119999,57.939999,57.009998,57.560001,1402100,57.085975
2015-11-16,56.41,57.279999,56.189999,57.240002,1213700,56.768611
2015-11-13,57.34,58.119999,56.27,56.59,1612500,56.123963
2015-11-12,57.970001,58.32,57.700001,57.709999,955600,57.234738
2015-11-11,58.490002,59.130001,57.82,58.490002,775900,58.008317
2015-11-10,57.470001,58.610001,57.240002,58.57,1313100,58.087656
2015-11-09,58.110001,58.189999,57.459999,57.68,965200,57.204986
2015-11-06,58.689999,59.349998,57.93,58.240002,1178400,57.760376
2015-11-05,58.150002,58.93,58.07,58.619999,772200,58.137244
2015-11-04,59.25,59.50,58.009998,58.16,1358600,57.681033
2015-11-03,59.779999,59.98,59.16,59.299999,788100,58.811644
2015-11-02,58.25,59.68,58.029999,59.669998,1620100,59.178596
2015-10-30,59.25,59.400002,57.700001,57.889999,1068400,57.413256
2015-10-29,59.02,59.349998,58.759998,59.220001,1002200,58.732305
2015-10-28,58.970001,59.400002,58.84,59.279999,1085800,58.791808
2015-10-27,58.16,59.00,57.73,58.950001,1398400,58.464528
2015-10-26,58.93,59.41,57.970001,58.400002,1277000,57.919058
2015-10-23,59.119999,59.900002,57.849998,58.720001,1807600,58.236422
2015-10-22,55.330002,59.369999,55.330002,59.099998,1644600,58.61329
2015-10-21,56.049999,56.18,55.240002,55.259998,1048500,54.804914
2015-10-20,55.389999,56.02,55.349998,55.830002,606700,55.370223
2015-10-19,54.77,55.459999,54.75,55.439999,760400,54.983432
2015-10-16,55.00,55.189999,54.540001,54.970001,894200,54.517305
2015-10-15,53.82,54.939999,53.700001,54.91,912000,54.457798
2015-10-14,53.759998,54.200001,53.220001,53.669998,726000,53.228008
2015-10-13,53.810001,54.360001,53.220001,53.610001,1157700,53.168504
2015-10-12,53.18,54.279999,52.84,54.130001,663400,53.684222
2015-10-09,53.82,53.990002,52.869999,53.09,536400,52.652786
2015-10-08,53.16,53.880001,52.75,53.779999,756500,53.337102
2015-10-07,53.75,53.990002,52.830002,53.259998,883100,52.821384
2015-10-06,53.59,53.610001,52.919998,53.380001,835700,52.940399
2015-10-05,53.110001,53.700001,52.860001,53.650002,651300,53.208176
2015-10-02,51.669998,52.639999,50.98,52.630001,826500,52.196575
2015-10-01,53.459999,53.57,51.98,52.619999,1266600,52.186656
2015-09-30,52.43,53.439999,52.130001,53.330002,1311000,52.890811
2015-09-29,52.029999,52.23,51.419998,51.810001,1318400,51.383329
2015-09-28,53.299999,53.419998,52.00,52.02,1028700,51.591598
